TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
2007,species,rudpig,avibase-F4F72BD9,Ruddy Pigeon,Patagioenas subvinacea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2008,issf,rudpig2,avibase-622834A3,Ruddy Pigeon (Berlepsch's),Patagioenas subvinacea subvinacea/berlepschi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,rudpig
2011,issf,rudpig3,avibase-667C9BE8,Ruddy Pigeon (Ruddy),Patagioenas subvinacea [purpureotincta Group],Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,rudpig
2018,slash,y00781,avibase-53E84227,Plumbeous/Ruddy Pigeon,Patagioenas plumbea/subvinacea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2019,species,shbpig,avibase-1D706BD0,Short-billed Pigeon,Patagioenas nigrirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2020,slash,y00782,avibase-9BDC5DC8,Ruddy/Short-billed Pigeon,Patagioenas subvinacea/nigrirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2021,species,duspig2,avibase-A057002F,Dusky Pigeon,Patagioenas goodsoni,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2022,spuh,patagi1,avibase-60A56759,Patagioenas sp.,Patagioenas sp.,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2023,species,paspig,avibase-D397FE25,Passenger Pigeon,Ectopistes migratorius,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2024,species,matdov1,avibase-CDDEA7EB,Malagasy Turtle-Dove,Nesoenas picturatus,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2030,species,pinpig2,avibase-469B7EC8,Pink Pigeon,Nesoenas mayeri,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2033,species,mautud1,avibase-E54E8DE6,Mauritius Turtle-Dove,Nesoenas cicur,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2034,species,rodtud1,avibase-2BB91092,Rodrigues Turtle-Dove,Nesoenas rodericanus,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2035,species,eutdov,avibase-5788552B,European Turtle-Dove,Streptopelia turtur,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2040,species,dutdov1,avibase-8770C6A7,Dusky Turtle-Dove,Streptopelia lugens,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2041,species,adtdov1,avibase-3D386DBA,Adamawa Turtle-Dove,Streptopelia hypopyrrha,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2042,species,ortdov,avibase-6658BAC5,Oriental Turtle-Dove,Streptopelia orientalis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2049,species,iscdov1,avibase-DFC8E556,Sunda Collared-Dove,Streptopelia bitorquata,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2050,species,phicod1,avibase-E9FDB2B9,Philippine Collared-Dove,Streptopelia dusumieri,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2051,species,eucdov,avibase-0C1EFC9B,Eurasian Collared-Dove,Streptopelia decaocto,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2052,hybrid,x00382,avibase-76BE3B03,European Turtle-Dove x Eurasian Collared-Dove (hybrid),Streptopelia turtur x decaocto,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2053,hybrid,x01084,avibase-6D479EC8,Oriental Turtle-Dove x Eurasian Collared-Dove (hybrid),Streptopelia orientalis x decaocto,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2054,species,eurcod2,avibase-4B62C0C3,Burmese Collared-Dove,Streptopelia xanthocycla,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2055,slash,y01178,avibase-41FACE63,Eurasian/Burmese Collared-Dove,Streptopelia decaocto/xanthocycla,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2056,species,afcdov1,avibase-273A4A2F,African Collared-Dove,Streptopelia roseogrisea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2059,domestic,afrcod1,avibase-2F2A913A,African Collared-Dove (Domestic type or Ringed Turtle-Dove),Streptopelia roseogrisea (Domestic type),Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,afcdov1
2060,hybrid,x00799,avibase-517E5774,Eurasian x African Collared-Dove (hybrid),Streptopelia decaocto x roseogrisea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2061,slash,y00851,avibase-E6FE89DE,Eurasian/African Collared-Dove,Streptopelia decaocto/roseogrisea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2062,species,wwcdov1,avibase-65FE8029,White-winged Collared-Dove,Streptopelia reichenowi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2063,species,afmdov1,avibase-70BD722B,Mourning Collared-Dove,Streptopelia decipiens,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2070,species,reedov1,avibase-9888B3AE,Red-eyed Dove,Streptopelia semitorquata,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2071,species,rindov,avibase-AB937AEB,Ring-necked Dove,Streptopelia capicola,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2078,species,vindov1,avibase-DDEF7228,Vinaceous Dove,Streptopelia vinacea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2079,species,recdov1,avibase-BC140778,Red Collared-Dove,Streptopelia tranquebarica,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2082,slash,y01078,avibase-7C6BF3B8,Eurasian/Red Collared-Dove,Streptopelia decaocto/tranquebarica,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2083,spuh,strept1,avibase-5C7D1CC1,Streptopelia sp.,Streptopelia sp.,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2084,species,spodov,avibase-C8EF4F36,Spotted Dove,Spilopelia chinensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2085,issf,spodov1,avibase-AEF9E7D3,Spotted Dove (Western),Spilopelia chinensis suratensis/ceylonensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,spodov
2088,issf,spodov2,avibase-BAD2AC99,Spotted Dove (Eastern),Spilopelia chinensis chinensis/tigrina,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,spodov
2091,species,laudov1,avibase-B2D6AB06,Laughing Dove,Spilopelia senegalensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2098,species,bacdov1,avibase-C0181886,Barred Cuckoo-Dove,Macropygia unchall,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2102,species,brcdov1,avibase-1CFF2F57,Brown Cuckoo-Dove,Macropygia phasianella,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2103,species,ducdov1,avibase-EDF138FC,Flores Sea Cuckoo-Dove,Macropygia macassariensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2106,species,timcud1,avibase-E3CD28EA,Timor Cuckoo-Dove,Macropygia magna,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2107,species,tancud1,avibase-DA25D77D,Tanimbar Cuckoo-Dove,Macropygia timorlaoensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2108,species,sbcdov1,avibase-A0F0F910,Amboyna Cuckoo-Dove,Macropygia amboinensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2119,species,sulcud1,avibase-A8BFA3EA,Sultan's Cuckoo-Dove,Macropygia doreya,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2120,issf,sulcud3,avibase-D1923633,Sultan's Cuckoo-Dove (Sulawesi),Macropygia doreya [albicapilla Group],Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,sulcud1
2125,issf,sulcud4,avibase-4E36A3C2,Sultan's Cuckoo-Dove (Sultan's),Macropygia doreya [doreya Group],Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,sulcud1
2129,slash,y01028,avibase-FD516092,Amboyna/Sultan's Cuckoo-Dove,Macropygia amboinensis/doreya,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2130,species,ancdov1,avibase-DC1A2059,Andaman Cuckoo-Dove,Macropygia rufipennis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2133,species,phcdov1,avibase-C1066969,Philippine Cuckoo-Dove,Macropygia tenuirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2138,form,palcud1,avibase-EE428B0A,Palawan Cuckoo-Dove (undescribed form),Macropygia [undescribed form],Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2139,species,rucdov1,avibase-4254A9CB,Ruddy Cuckoo-Dove,Macropygia emiliana,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2142,species,engcud1,avibase-F30B6A47,Enggano Cuckoo-Dove,Macropygia cinnamomea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2143,species,barcud1,avibase-94D0405A,Barusan Cuckoo-Dove,Macropygia modiglianii,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2147,species,bbcdov1,avibase-8BA75FED,Black-billed Cuckoo-Dove,Macropygia nigrirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2148,species,macdov1,avibase-A497EDE2,Mackinlay's Cuckoo-Dove,Macropygia mackinlayi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2151,species,licdov1,avibase-890C54C3,Little Cuckoo-Dove,Macropygia ruficeps,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2160,spuh,macrop1,avibase-6FE404EB,Macropygia sp.,Macropygia sp.,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2161,species,grcdov2,avibase-DA7BFF77,Great Cuckoo-Dove,Reinwardtoena reinwardti,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2165,species,picdov1,avibase-567966D3,Pied Cuckoo-Dove,Reinwardtoena browni,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2166,species,crcdov1,avibase-F7DED186,Crested Cuckoo-Dove,Reinwardtoena crassirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2167,species,wfcdov1,avibase-D14CE6AB,White-faced Cuckoo-Dove,Turacoena manadensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2168,species,sulcud2,avibase-E9B2FCFC,Sula Cuckoo-Dove,Turacoena sulaensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2169,species,slacud1,avibase-A8B4CB21,Slaty Cuckoo-Dove,Turacoena modesta,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2170,species,eswdov1,avibase-BDF442F2,Emerald-spotted Wood-Dove,Turtur chalcospilos,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2171,species,bbwdov1,avibase-72B71F11,Black-billed Wood-Dove,Turtur abyssinicus,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2172,species,bswdov1,avibase-23D5FC36,Blue-spotted Wood-Dove,Turtur afer,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2173,species,tamdov1,avibase-7308278F,Tambourine Dove,Turtur tympanistria,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2174,species,bhwdov1,avibase-0CA6EE59,Blue-headed Wood-Dove,Turtur brehmeri,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2177,spuh,turtur1,avibase-98CE5FF3,Turtur sp.,Turtur sp.,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2178,species,namdov1,avibase-DDC2CC92,Namaqua Dove,Oena capensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2181,species,emedov2,avibase-05E5E8F6,Asian Emerald Dove,Chalcophaps indica,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2188,species,emedov3,avibase-826A9742,Pacific Emerald Dove,Chalcophaps longirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2192,hybrid,x00849,avibase-82317265,Asian x Pacific Emerald Dove (hybrid),Chalcophaps indica x longirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2193,slash,emedov1,avibase-5C8DED81,Asian/Pacific Emerald Dove,Chalcophaps indica/longirostris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2194,species,stedov1,avibase-7330DBCF,Stephan's Dove,Chalcophaps stephani,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2198,species,negbro1,avibase-A91318C0,New Guinea Bronzewing,Henicophaps albifrons,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2201,species,nebbro1,avibase-0165D38B,New Britain Bronzewing,Henicophaps foersteri,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2202,species,wegdov1,avibase-CD21DBC9,Wetar Ground Dove,Pampusana hoedtii,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2203,species,frgdov1,avibase-39CA325C,Shy Ground Dove,Pampusana stairi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2204,species,scgdov1,avibase-C7C949AE,Santa Cruz Ground Dove,Pampusana sanctaecrucis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2205,species,tbgdov1,avibase-71BE72FC,Thick-billed Ground Dove,Pampusana salamonis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2206,species,tangrd1,avibase-8832822E,Tanna Ground Dove,Pampusana ferruginea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2207,species,brgdov1,avibase-6B1966F8,Bronze Ground Dove,Pampusana beccarii,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2208,issf,brogrd1,avibase-51D9E97E,Bronze Ground Dove (Western),Pampusana beccarii beccarii,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,brgdov1
2209,issf,brogrd2,avibase-A8329D59,Bronze Ground Dove (Eastern),Pampusana beccarii [johannae Group],Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,brgdov1
2216,species,pagdov1,avibase-40866A35,Palau Ground Dove,Pampusana canifrons,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2217,species,wbgdov1,avibase-424F7705,White-bibbed Ground Dove,Pampusana jobiensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2220,species,margrd1,avibase-AA66FD08,Marquesas Ground Dove,Pampusana rubescens,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2221,species,cigdov1,avibase-2E50E5DA,Caroline Islands Ground Dove,Pampusana kubaryi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2222,species,pogdov1,avibase-DD2985FA,Polynesian Ground Dove,Pampusana erythroptera,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2223,species,wtgdov1,avibase-41AF6D10,White-throated Ground Dove,Pampusana xanthonura,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2224,species,norgrd1,avibase-8D0BB075,Norfolk Ground Dove,Pampusana norfolkensis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2225,species,combro1,avibase-8D30DDA6,Common Bronzewing,Phaps chalcoptera,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2226,species,brubro1,avibase-020BE546,Brush Bronzewing,Phaps elegans,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2229,slash,y01230,avibase-677EC540,Common/Brush Bronzewing,Phaps chalcoptera/elegans,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2230,species,flobro1,avibase-9560088E,Flock Bronzewing,Phaps histrionica,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2231,species,crepig1,avibase-245D312A,Crested Pigeon,Ocyphaps lophotes,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2234,species,spipig2,avibase-FFEE836B,Spinifex Pigeon,Geophaps plumifera,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2235,issf,spipig4,avibase-D1E17FA3,Spinifex Pigeon (Rufous-bellied),Geophaps plumifera ferruginea,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,spipig2
2236,issf,spipig5,avibase-89DA10B8,Spinifex Pigeon (White-bellied),Geophaps plumifera plumifera/leucogaster,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,spipig2
2239,species,squpig1,avibase-AD62DDA5,Squatter Pigeon,Geophaps scripta,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2242,species,parpig1,avibase-888803D1,Partridge Pigeon,Geophaps smithii,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2245,species,cqrpig1,avibase-9D10537C,Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2246,species,wqrpig1,avibase-5AC3491A,White-quilled Rock-Pigeon,Petrophassa albipennis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2249,species,wonpig1,avibase-E91C72D9,Wonga Pigeon,Leucosarcia melanoleuca,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2250,species,diadov1,avibase-4A80DFC5,Diamond Dove,Geopelia cuneata,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2251,species,zebdov,avibase-91C3A5E9,Zebra Dove,Geopelia striata,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2252,species,peadov1,avibase-8DF7FC3F,Peaceful Dove,Geopelia placida,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2256,species,bardov2,avibase-745E4C3D,Barred Dove,Geopelia maugeus,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2257,species,basdov1,avibase-A39F91F0,Bar-shouldered Dove,Geopelia humeralis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2261,species,incdov,avibase-BFE74235,Inca Dove,Columbina inca,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2262,species,cogdov,avibase-F9AED548,Common Ground Dove,Columbina passerina,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2281,species,pbgdov1,avibase-37691FA2,Plain-breasted Ground Dove,Columbina minuta,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2286,species,rugdov,avibase-ADD11A5F,Ruddy Ground Dove,Columbina talpacoti,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2291,slash,y00852,avibase-A011D6E3,Common/Ruddy Ground Dove,Columbina passerina/talpacoti,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2292,species,ecgdov1,avibase-19BFB346,Ecuadorian Ground Dove,Columbina buckleyi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2295,species,scadov1,avibase-26085D75,Scaled Dove,Columbina squammata,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2298,species,pigdov1,avibase-C5E145EC,Picui Ground Dove,Columbina picui,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2301,species,crgdov1,avibase-E981792A,Croaking Ground Dove,Columbina cruziana,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2302,species,begdov2,avibase-C6FA453A,Blue-eyed Ground Dove,Columbina cyanopis,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2303,spuh,y00320,avibase-4EC62C82,ground dove/Inca Dove,Columbina sp.,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2304,species,blgdov1,avibase-C4C9F313,Blue Ground Dove,Claravis pretiosa,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2305,species,mcgdov1,avibase-B3FE23FB,Maroon-chested Ground Dove,Paraclaravis mondetoura,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2312,species,pwgdov1,avibase-1652D541,Purple-winged Ground Dove,Paraclaravis geoffroyi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2313,species,bfgdov1,avibase-2F40A0F8,Bare-faced Ground Dove,Metriopelia ceciliae,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2317,species,begdov1,avibase-D6484023,Bare-eyed Ground Dove,Metriopelia morenoi,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2318,species,bwgdov1,avibase-C28815B3,Black-winged Ground Dove,Metriopelia melanoptera,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2321,species,gsgdov1,avibase-A12A84C3,Golden-spotted Ground Dove,Metriopelia aymara,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
2322,species,ltgdov1,avibase-B83876CC,Long-tailed Ground Dove,Uropelia campestris,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
